clue_id,definition,split,phrase
599743,solitude,test,One remedy having answer for universal <t>solitude</t>
599746,progressive,test,<t>Progressive</t> splitting outside in-patient lavatory?
599749,resolved,test,<t>Resolved</t> to live permanently with duke
599781,Books,validate,<t>Books</t> from dump missing covers and devoured by rodents
599784,rock,train,A dog tears around <t>rock</t>
599785,Demolish,validate,<t>Demolish</t> theatre in very poor quarter
599786,Refined,test,<t>Refined</t> sweetheart taking year off before degree
599787,Playwright,train,<t>Playwright</t> scoffs behind enemy’s back
599788,a gem,validate,Motor originally bought by relative is <t>a gem</t>
599789,Cracks,validate,<t>Cracks</t> about clergyman meeting clowns
599790,Top,test,<t>Top</t> 40 on the radio
599792,Predecessors,test,<t>Predecessors</t> hog markets for Spooner
599793,bug,train,Enticed unfit to embrace exercise <t>bug</t>
599794,Call up,test,<t>Call up</t> First Lady about Oklahoma
599795,ornament,test,Itinerant almost steals King Tut’s head <t>ornament</t>
599797,clearly,test,"Victors guarding island in an indolent manner, <t>clearly</t>"
599799,mental condition,train,Institute providing support for fellow with a <t>mental condition</t>
599803,material,test,"Some knit a scarf, having spun <t>material</t>"
599804,Prune,train,<t>Prune</t> tips of azalea bush on hilltop
599807,Euphoric,test,<t>Euphoric</t> old hack is drunk in supermarket
599810,capital,train,Government department defends article on international <t>capital</t>
599811,Swift,test,<t>Swift</t> measures blocked by Left
599815,veg,train,Attaches blame when returning <t>veg</t>
599817,dramatist,validate,Ad-lib sentence enthralling <t>dramatist</t>
599823,Situations,test,<t>Situations</t> when that woman explodes
599825,Banish,train,<t>Banish</t> Dutch figure of speech that's come up
599826,Explorer,validate,Leading car brand announced: old <t>Explorer</t>
599828,Diaphragm,test,<t>Diaphragm</t> suggesting how song may abruptly end?
599830,Nervousness,train,<t>Nervousness</t>? Take some distilled gin essence
599832,Rousing,train,"<t>Rousing</t> being part of espionage plot, we're told"
599833,instruments,test,Obtain smokers' <t>instruments</t>
599834,lake,test,Spooner's pronounced Scottish river and <t>lake</t>
599837,Conceal,train,"<t>Conceal</t> money, reportedly"
599839,Northerner,validate,<t>Northerner</t> drunk outside clubs
599841,banal,train,Ceremony after time becomes <t>banal</t>
599844,Field event,test,<t>Field event</t> record set by American
599848,Sentimental,test,<t>Sentimental</t> sports supporter keeping wicket
599849,Figures,train,<t>Figures</t> showing increase has desired effect
599850,Mean,train,<t>Mean</t> to get sloshed
599850,sloshed,test,Mean to get <t>sloshed</t>
599852,condiment,test,His order has changed for <t>condiment</t>
599853,Delight,train,<t>Delight</t> shown by wife over permit
599854,city,validate,Company imports breathable gas for <t>city</t>
599855,mountains,validate,Plates smashed outside hotel in <t>mountains</t>
599857,advantage,test,Maybe Universal Credit has <t>advantage</t>
599858,Complaints,test,<t>Complaints</t> caused by Conservative-Liberal relationship
599859,African country,test,Posh bird mentioned <t>African country</t>
599861,parties,train,Fish carried in steamship for <t>parties</t>
599863,wine,train,Cautious about girl serving <t>wine</t>
599864,Plain,test,<t>Plain</t> southern woman digesting version of Bible
599872,prison cell,test,Importuner ultimately serving a long time in <t>prison cell</t>
599874,Performer,validate,"<t>Performer</t>, one who’s rational about one in court"
599876,understanding,test,Visible capacity for <t>understanding</t>
599879,Factory,train,<t>Factory</t> initially releasing extremely showy clothing
599884,Seriously,train,<t>Seriously</t> bring in new style
599886,Hard cheese,train,Male theologian trapped in vehicle? <t>Hard cheese</t>
599902,discussion,test,Pithy saying — nothing to include in that <t>discussion</t>
599903,Irritation,train,<t>Irritation</t> produced by nameless gang or criminal
599907,Imagine,train,<t>Imagine</t> fish have to be caught
599913,Pointless,test,<t>Pointless</t> old piece of neckwear worn by seaman
599914,Historian,train,<t>Historian</t> understood the likes of you and me
599916,Desires,test,<t>Desires</t> being elevated in Disneyland
599918,Tufted,train,<t>Tufted</t> species to grow wild
599919,Squire,test,"<t>Squire</t> joining a king, fighter with little hesitation"
599921,spring,test,Shy bird turning up in <t>spring</t>
599924,Temples,test,<t>Temples</t> with serving women once
599927,Drink,train,<t>Drink</t> — a suitable one agent knocked back
599928,bar,test,"On the blink, TV near <t>bar</t>"
599932,Quite,validate,<t>Quite</t> popular act
599933,Queen,test,"<t>Queen</t> showing restraint entertaining head of government, American"
599935,CD,test,<t>CD</t> in comic — pal drops it off
599937,upset,test,Away goal causes <t>upset</t>
599939,go to bed,test,"Sappers, weary, <t>go to bed</t>"
599943,Round,test,"<t>Round</t> fruit, soft"
599945,crown,train,"Found in Croatia, rare <t>crown</t>"
599947,nervy,validate,"Out of bed, drunk is <t>nervy</t>"
599948,Best,test,"<t>Best</t> stretch of thoroughfare, lit extensively"
599950,kingdom,train,River and wood crossing area in <t>kingdom</t>
599953,Smooth,train,<t>Smooth</t>  tree
599953,tree,test,Smooth  <t>tree</t>
599954,Bulb,validate,"<t>Bulb</t> lit, current not off"
599957,The Prince of Wales,validate,<t>The Prince of Wales</t>? He likes a drop or two
599958,Onerous,train,<t>Onerous</t> part of Rishi Sunak’s job
599960,offensive,validate,Head honcho a few may find <t>offensive</t>
599961,Vote,test,<t>Vote</t> sees half of people initially backing foreign cities
599963,Tycoon,train,"<t>Tycoon</t> who’s childless, did you say?"
599965,firm,validate,Island backing Tory <t>firm</t>
599966,Establish,validate,<t>Establish</t> nothing must interrupt supply
599967,conception,test,Bride against disclosing <t>conception</t>
599968,Pipe,test,<t>Pipe</t> cracked each summer
599970,Hold,test,<t>Hold</t> murderer carrying old religious text
599971,Briefs,test,<t>Briefs</t> almost all of them on veto
599973,punch-up,train,Wail about Romeo provoking a <t>punch-up</t>
599976,Love,test,<t>Love</t> a way in for dictator
599978,jumped,test,"Took a risk, I hear, and <t>jumped</t>"
599980,Report,test,<t>Report</t> surprising resistance to a CBS ad
599981,account,validate,Falsehoods overshadowing female politician’s <t>account</t>
599983,Disentangle,train,<t>Disentangle</t> problem in security council
599984,Family,train,"<t>Family</t> dilemma, fiancée gathers"
600071,food,validate,Preserve animal <t>food</t>
600073,politician,train,A time Spanish man hosted a <t>politician</t>
600074,Some,test,<t>Some</t> new roles — some ending in disaster
600075,black,validate,Working with unknown variables in <t>black</t>
600076,Hold,test,<t>Hold</t> on with difficulty
600078,Fibre,train,<t>Fibre</t> Marie developed
600080,caught,train,"Convict hunted down outside town, <t>caught</t>"
600082,Hostile,test,<t>Hostile</t> Southeastern state basically
600083,coming,test,Notice split <t>coming</t>
600084,shipment,test,Vehicle to leave with <t>shipment</t>
600088,Charm,train,<t>Charm</t> of posh English manor — fantastic surroundings
600089,narrative,test,State leader’s conservative approach and <t>narrative</t>
600090,Indicate,test,<t>Indicate</t> regarding offer
600091,islands,validate,Ones in country’s <t>islands</t>
600092,at a loss,test,"Users, ripped-off after gym shutting down, <t>at a loss</t>"
600093,Calm,test,<t>Calm</t> primate eating vegetables
600095,Game,test,<t>Game</t> contributed by the Dutch essentially
600096,Fair,train,<t>Fair</t> and equal trial to begin with
600098,manor,test,Sweep past back of hulking <t>manor</t>
600101,Remedy,train,<t>Remedy</t> to do with bandage
600102,Shops,test,<t>Shops</t> show work by the setter retrospectively
600103,hairdressing,train,Sailor not trained for <t>hairdressing</t>
600104,money,train,Complete: that’s gross <t>money</t>
600105,Just,test,<t>Just</t>   one hand?
600107,Celebrity,test,<t>Celebrity</t> incompetent?
600108,As,test,"<t>As</t> a siren going off, head for cover"
600109,Altitude,train,<t>Altitude</t>? Cut it
600110,Speak,test,<t>Speak</t> in old clip
600112,wheel,test,See cycles by revolutionary <t>wheel</t>
600113,ruled,test,Song inspiring devotion ultimately <t>ruled</t>
600115,giant,test,"Out of bounds, large American <t>giant</t>"
600116,Preacher,train,"<t>Preacher</t>, part wizard possibly?"
600118,Cross,test,<t>Cross</t>  examine
600118,examine,validate,Cross  <t>examine</t>
600119,Energy,test,<t>Energy</t> drink
600119,drink,train,Energy <t>drink</t>
600120,Mention,test,<t>Mention</t> fastener by one’s ear?
600122,Rough,test,<t>Rough</t> luck initially filling in binder
600123,Cake,validate,<t>Cake</t> falls onto ice cream
600125,Mint,test,<t>Mint</t> in wrapper?
600125,wrapper,train,Mint in <t>wrapper</t>?
600126,limb,train,"Reportedly, front <t>limb</t>"
600127,Setter,test,<t>Setter</t> featuring in grandma’s picture
600158,opinion,train,"International computer system’s not hard, in my <t>opinion</t>"
600160,Mac,validate,<t>Mac</t> to use moisturiser
600163,Go,train,<t>Go</t> just over five days?
600166,excuse,validate,Writing on page about <t>excuse</t>
600169,Miss,test,<t>Miss</t> a film that wins Oscar
600171,National,train,<t>National</t> leader veers off racecourse
600172,Remarkable,test,"<t>Remarkable</t> Belgians performing, not live"
600175,Gall,train,<t>Gall</t> as old Greek character almost drowned in beer
600182,biscuit,test,About to tuck into brownish-red <t>biscuit</t>
600186,Swimmer,test,<t>Swimmer</t> to show off briefly
600188,Origin,validate,<t>Origin</t> of privileged performer
600191,Fund,train,<t>Fund</t> cultivation of vines east of Meursault
600192,drug,test,Someone emptied out case to find <t>drug</t>
600193,Dam,test,<t>Dam</t> river that is wide going west
600195,Pretty,validate,<t>Pretty</t> fine engraving
600196,Wipe out,train,<t>Wipe out</t> daughter in card game
600197,Piece of land,train,<t>Piece of land</t> returned in slander case
600199,storms,validate,Rushes broken by May <t>storms</t>
600203,musicians,train,Routine enthrals old time <t>musicians</t>
600204,snow leopard,test,Unesco scheme has not succeeded for <t>snow leopard</t>
600208,guinea pig,test,Go off carrying little house for one’s <t>guinea pig</t>
600212,egg on,validate,Rant after Edward’s new company uniform gets <t>egg on</t>
600214,reprieve,test,Resign following a top criminal’s <t>reprieve</t>
600217,doubts,test,"We, people primarily, are immersed in feelings and <t>doubts</t>"
600218,Superstar,test,<t>Superstar</t> is old; conceals
600221,Bay,test,... film’s climax edited by <t>Bay</t>
600222,show,test,A soft fruit can be crushed for juice at the end on <t>show</t>
600225,Supports,test,<t>Supports</t> son’s efforts to earn name
600226,Prompt,test,<t>Prompt</t> umpire to substitute Jack with Napoleon
600228,Divisions,train,<t>Divisions</t> of a railway service
600229,musical group,train,"Stranger, a month before, turned his back to a <t>musical group</t>"
600230,Nothing,test,"<t>Nothing</t>’s new, one’s essentially old"
600231,Anger,validate,"<t>Anger</t> is ruinous, eradicate first"
600232,Cosmetic,test,<t>Cosmetic</t> farce came undone
600233,A degree,test,<t>A degree</t> in display picture? High ego likely at the source
600237,tower,validate,The French behind high <t>tower</t>
600238,Squeal,test,<t>Squeal</t> of child after cover is clipped
600242,Maths,test,Hari lost his head with them being stupid and having nervous reaction for <t>Maths</t>
600245,Shocking,train,<t>Shocking</t> incident after mobs shelled
600247,A mendicant,validate,"<t>A mendicant</t> like Maninder, Vishwanath internally"
600248,Pinch,validate,<t>Pinch</t> small drink (liquor basically)
600249,escaped,test,Female in the front <t>escaped</t>
600250,Abrasive,validate,<t>Abrasive</t> having advantage over the timid?
600252,practice session,train,Catches held in serious <t>practice session</t>
600253,Lemur,test,<t>Lemur</t> revealed in signs Darwin oddly ignored
600254,swimmer,train,Means to get hold of rudely fit <t>swimmer</t>
600256,City,test,<t>City</t> — it sits in quite nice area
600257,group,train,Grant say for keeping young sheep round in <t>group</t>
600259,Liberal,test,<t>Liberal</t> as paradigm taking out erstwhile partner
600260,Official,train,<t>Official</t> in trouble breaking strike
600261,To set off,test,"<t>To set off</t>, cartoon cat crosses river"
600263,potty,train,Clean out <t>potty</t> with iodine to prevent infection
600264,pungency,train,Tasters in a mixture masking new <t>pungency</t>
600267,Sage,train,<t>Sage</t> Derby perhaps feeding old women?
600269,Patronising,train,<t>Patronising</t> hot and bothered author in hotel
600269,bothered,train,Patronising hot and <t>bothered</t> author in hotel
600270,Corn,train,<t>Corn</t> one stored in puzzling place
600274,Acknowledgement,train,<t>Acknowledgement</t> given in Greek view expressed
600275,Help,validate,<t>Help</t> to turn round ultimately tiresome day
600276,tooth,train,Smile expensive when losing a <t>tooth</t>
600278,away,validate,Sailor posted <t>away</t>
600279,American,test,<t>American</t> radio wanting shows
600306,Breed,test,<t>Breed</t> anxiety
600306,anxiety,train,Breed <t>anxiety</t>
600311,Telephone,validate,<t>Telephone</t> cartel
600311,cartel,test,Telephone <t>cartel</t>
600313,distressed,test,"Swimming in sea, dog was <t>distressed</t>"
600315,Female,test,<t>Female</t> twit in fiction
600316,Superficial,test,"<t>Superficial</t> wound comes with it, first of cuts"
